gate,forward_months,trade_count,same_close_calendar_sum,same_close_worst_month,same_close_neg_months,adverse0_calendar_sum,adverse0_worst_month,adverse0_neg_months,adverse10_calendar_sum,adverse10_worst_month,adverse10_neg_months
walkforward_selected,8,85,0.17112422026423302,-0.026317650997355443,2,0.13984027074409372,-0.02645542442544288,2,0.059066235376188984,-0.03799946866151321,4
