gate,forward_months,forward_events,trade_count,same_close_calendar_sum,same_close_worst_month,same_close_neg_months,adverse10_calendar_sum,adverse10_worst_month,adverse10_neg_months
low_eff_low_atr_q20_q40,1,2,2,-0.0043882970699606035,-0.0043882970699606035,1,-0.006364219454396289,-0.006364219454396289,1
baseline_model_advance,1,43,43,-0.06796971585447786,-0.06796971585447786,1,-0.11485415249542968,-0.11485415249542968,1
